locus_tag	gene	product
karp_01055	spoT	bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase
karp_01060	baeS	ATP-binding protein
karp_01065	NA	ATP-binding protein
karp_01070	baeS	sensor histidine kinase
karp_01075	NA	ATP-binding protein
karp_01080	baeS	histidine kinase
karp_01085	NA	ATP-binding protein
karp_01090	NA	Site-specific DNA-methyltransferase (adenine-specific)
karp_01095	NA	RNA-binding protein
karp_01100	NA	RNA-binding protein
karp_01105	dnaB	replicative DNA helicase
karp_01110	traA	conjugal transfer protein TraA
karp_01115	NA	hypothetical protein
karp_01120	yajC	preprotein translocase subunit YajC
karp_01125	secD	protein translocase subunit SecD
karp_01130	NA	IS5 family transposase ISOt6
karp_01135	NA	DDE superendonuclease family protein
karp_01140	NA	IS5 family transposase ISOt6
karp_01145	NA	IS5 family transposase ISOt6
karp_01150	aatA	aspartate aminotransferase
karp_01155	ubiG	Ubiquinone biosynthesis O-methyltransferase
karp_01160	mlaA	ABC transporter
karp_01165	mlaC	MlaC protein
karp_01170	hemW	radical SAM family heme chaperone HemW
karp_01175	NA	hypothetical protein
karp_01180	recO	DNA repair protein RecO
karp_01185	NA	Transposase
karp_01190	NA	IS5 family transposase ISOt6
karp_01195	NA	Putative integrase
karp_01200	NA	DUF721 domain-containing protein
karp_01205	radC	DNA repair protein RadC
karp_01210	rpsL	30S ribosomal protein S12
karp_01215	rpsG	30S ribosomal protein S7
karp_01220	fusA	elongation factor G
karp_01225	rpsA	30S ribosomal protein S1
karp_01230	NA	Transposase
karp_01235	NA	IS5 family transposase ISOt6
karp_01240	NA	Transposase
karp_01245	NA	hypothetical protein
karp_01250	NA	hypothetical protein
karp_01255	cspC	cold-shock protein
karp_01260	NA	IS982 family transposase
karp_01265	NA	Conjugal transfer protein
karp_01270	NA	TPR repeat-containing protein 03
karp_01275	NA	Conjugative transfer protein
karp_01280	NA	Conjugal transfer protein TraN
karp_01285	trbC	type-F conjugative transfer system pilin assembly protein TrbC
karp_01290	NA	conjugal transfer protein
karp_01295	NA	Ankyrin repeat-containing protein
karp_01300	NA	Conjugal transfer protein TraC
karp_01305	gcvT	aminomethyltransferase
karp_01310	NA	IS630 family transposase
karp_01315	NA	hypothetical protein
karp_01320	hinT	Purine nucleoside phosphoramidase
karp_01325	asd	aspartate-semialdehyde dehydrogenase
karp_01330	cyoB	protoheme IX farnesyltransferase
karp_01335	ctaD	cytochrome c oxidase subunit I
karp_01340	gtaE	phage terminase large subunit
karp_01345	ctc	50S ribosomal protein L25/general stress protein Ctc
karp_01350	arfB	aminoacyl-tRNA hydrolase
karp_01355	ychF	GTP-binding protein YchF
karp_01360	NA	hypothetical protein
karp_01365	xthA2	exodeoxyribonuclease III
karp_01370	NA	hypothetical protein
karp_01375	NA	DDE superendonuclease family protein
karp_01380	NA	DDE superendonuclease family protein
karp_01385	NA	IS5 family transposase ISOt6
karp_01390	traA	conjugal transfer protein TraA
karp_01395	NA	hypothetical protein
karp_01400	NA	hypothetical protein
karp_01405	cyc7	cytochrome c family protein
karp_01410	hflC	paraslipin
karp_01415	mrp	ATP-binding protein
karp_01420	hflK	HflK protein
karp_01425	hflC	protease modulator HflC
karp_01430	tsa47	type surface antigen 47kDa
karp_01435	ompA	peptidoglycan-associated lipoprotein
karp_01440	gtaB	glycoside hydrolase TIM-barrel-like domain-containing protein
karp_01445	fpr	ferredoxin--NADP( ) reductase
karp_01450	folD	bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase
karp_01455	NA	hypothetical protein
karp_01460	topA	DNA topoisomerase I
karp_01465	mdh	malate dehydrogenase
karp_01470	rimM	ribosome maturation factor RimM
karp_01475	NA	AsmA-like C-terminal region
karp_01480	fmt	methionyl-tRNA formyltransferase
karp_01485	def	peptide deformylase
karp_01490	traI	conjugal transfer protein TraI
karp_01495	NA	transposase
karp_01500	NA	conjugal transfer protein
karp_01505	virD4	Type IV secretory pathway, VirD4 component, TraG/TraD family ATPase
karp_01510	NA	hypothetical protein
karp_01515	NA	IS630 family transposase
karp_01520	NA	hypothetical protein
karp_01525	NA	peptidylprolyl isomerase
karp_01530	tpiA	triose-phosphate isomerase
karp_01535	secG	preprotein translocase subunit SecG
karp_01545	lysS	lysine--tRNA ligase
karp_01550	dsbB	disulfide bond formation protein B
karp_01555	ubiB	ubiquinone biosynthesis protein UbiB
karp_01560	psd	phosphatidylserine decarboxylase
karp_01565	pssA	CDP-diacylglycerol--serine O-phosphatidyltransferase
karp_01570	mnhE	sodium:proton antiporter
karp_01575	NA	Multiple resistance and pH regulation F family protein
karp_01580	NA	PDDEXK-1 domain-containing protein
karp_01585	NA	hypothetical protein
karp_01590	ndh	NADH dehydrogenase
karp_01595	sucD	succinyl-CoA synthetase subunit alpha
karp_01600	sucC	succinyl-CoA ligase subunit beta
karp_01605	ubiH	2-polyprenyl-6-methoxyphenol 4-hydroxylase
karp_01615	trcR	Uncharacterised protein
karp_01620	ileS	isoleucine--tRNA ligase
karp_01625	NA	Ubiquinone biosynthesis protein COQ9
karp_01630	rpsU	30S ribosomal protein S21
karp_01635	holC	DNA polymerase III subunit chi
karp_01640	NA	Proline/betaine transporter
karp_01645	NA	DUF5394 domain-containing protein
karp_01650	NA	Ankyrin repeat protein with 1d ankyrin repeats
karp_01655	pnp	polyribonucleotide nucleotidyltransferase
karp_01660	rpsO	30S ribosomal protein S15
karp_01665	tru	tRNA pseudouridine(55) synthase
karp_01670	hipB	XRE family transcriptional regulator
karp_01675	NA	hypothetical protein
karp_01680	NA	hypothetical protein
karp_01685	NA	Conjugal transfer protein
karp_01690	NA	Conjugal transfer protein TraD
karp_01695	NA	Conjugal transfer protein
karp_01700	NA	Transposase
karp_01705	NA	DDE superendonuclease family protein
karp_01710	NA	TPR repeat-containing protein 08
karp_01715	NA	Conjugal transfer protein TraD
karp_01720	NA	transposase
karp_01725	NA	(P)pGpp hydrolase
karp_01730	NA	Replicative DNA helicase
karp_01735	NA	DNA helicase
karp_01740	traA	conjugal transfer protein TraA
karp_01745	NA	Conjugal transfer protein TraA
karp_01750	NA	Putative integrase
karp_01755	NA	Integrase
karp_01760	NA	MFS transporter
karp_01765	panF	sodium:pantothenate symporter panF
karp_01770	NA	hypothetical protein
karp_01775	NA	Conjugal transfer protein
karp_01780	traK2	Uncharacterised protein
karp_01785	NA	Conjugative transfer protein
karp_01790	NA	Conjugative transfer protein
karp_01795	NA	Integrase
karp_01800	NA	hypothetical protein
karp_01805	NA	Putative integrase
karp_01810	NA	Integrase
karp_01815	traL	Uncharacterised protein
karp_01820	NA	Conjugal transfer protein TraE
karp_01825	NA	Conjugal transfer protein TraE
karp_01830	NA	hypothetical protein
karp_01835	NA	Conjugal transfer protein
karp_01840	NA	hypothetical protein
karp_01845	curA	NADP-dependent oxidoreductase
karp_01850	ccmE	cytochrome c biogenesis protein CcmE
karp_01855	NA	DUF1189 domain-containing protein
karp_01860	ruvX	Holliday junction resolvase RuvX
karp_01865	recJ	single-stranded-DNA-specific exonuclease RecJ
karp_01870	mlaF	ABC transporter ATP-binding protein
karp_01875	mlaE	Permease subunit MlaE of the ABC-type intermembrane phospholipid transporter Mla
karp_01880	rsmE	Ribosomal RNA small subunit methyltransferase E
karp_01885	rpsD	30S ribosomal protein S4
karp_01890	NA	hypothetical protein
karp_01895	NA	Conjugal transfer protein
karp_01900	NA	Conjugal transfer protein
karp_01905	NA	Conjugative transfer protein
karp_01910	NA	Conjugative transfer protein TraH
karp_01915	NA	Conjugal transfer protein TraG
karp_01920	traD	conjugal transfer protein
karp_01925	NA	transposase
karp_01930	NA	Toprim domain protein
karp_01935	traI	conjugal transfer protein TraI
karp_01940	traA	conjugal transfer protein TraA
karp_01945	traA	conjugal transfer protein TraA
karp_01950	traD	conjugative transfer protein
karp_01955	NA	hypothetical protein
karp_01960	spoT	(p)ppGpp synthase/hydrolase, HD superfamily
karp_01965	baeS	sensor histidine kinase
karp_01970	baeS	Signal transduction histidine kinase
karp_01975	dam	DNA methyltransferase
karp_01980	NA	Membrane protein
karp_01985	aNKYR	Ankyrin repeat protein with 5 ankyrin repeats
karp_01990	NA	(P)pGpp hydrolase
karp_01995	NA	(P)pGpp hydrolase
karp_02000	nrdA	ribonucleotide-diphosphate reductase subunit alpha
karp_02005	nrdB	ribonucleotide-diphosphate reductase subunit beta
karp_02010	NA	hypothetical protein
karp_02015	NA	Integrase
karp_02020	abcT	ABC transporter ATP-binding protein
karp_02025	NA	PRANC domain-containing protein
karp_02030	NA	Conjugal transfer protein
karp_02035	trbC	type-F conjugative transfer system pilin assembly protein TrbC
karp_02040	NA	ATP-binding protein
karp_02045	NA	ATP-binding protein
karp_02050	NA	ATP-binding protein
karp_02055	NA	transposase
karp_02060	NA	Transposase
karp_02065	NA	Transposase
karp_02070	NA	hypothetical protein
karp_02075	NA	Ankyrin repeat-containing protein
karp_02080	amiR	N-acetylmuramoyl-L-alanine amidase
karp_02085	NA	Repeat-containing protein D
karp_02090	NA	Transposase
karp_02095	NA	DDE superendonuclease family protein
karp_02100	NA	hypothetical protein
karp_02105	NA	Conjugative transfer protein
karp_02110	NA	Integrase
karp_02115	NA	Integrase
karp_02120	lipB	lipase LipB
karp_02125	NA	Integrase
karp_02130	NA	Putative integrase
karp_02135	NA	Group II intron, maturase-specific domain protein
karp_02140	NA	Reverse transcriptase
karp_02145	NA	Ankyrin repeat-containing protein 19
karp_02150	NA	Ankyrin repeat-containing protein
karp_02155	NA	hypothetical protein
karp_02160	NA	Conjugal transfer protein TraI
karp_02165	NA	hypothetical protein
karp_02170	NA	Conjugal transfer protein TraA
karp_02175	traA	conjugal transfer protein TraA
karp_02180	NA	Conjugal transfer protein TraA
karp_02185	traA	conjugal transfer protein TraA
karp_02190	traA	conjugal transfer protein TraA
karp_02195	ltrA	group II intron reverse transcriptase/maturase
karp_02200	NA	HNH endonuclease
karp_02205	NA	Helix-turn-helix domain-containing protein
karp_02210	NA	hypothetical protein
karp_02215	NA	TPR repeat-containing protein 08
karp_02220	NA	TPR repeat-containing protein 08
karp_02225	tnp-IS5	IS5 family transposase
karp_02230	NA	IS5 family transposase ISOt6
karp_02235	NA	DDE superendonuclease family protein
karp_02245	infA	translation initiation factor IF-1
karp_02250	maf	septum formation inhibitor Maf
karp_02255	tACO1	YebC/PmpR family DNA-binding transcriptional regulator
karp_02260	gyrA	DNA gyrase subunit A
karp_02265	glyA	serine hydroxymethyltransferase
karp_02270	NA	DUF3971 domain-containing protein
karp_02275	rnpA	ribonuclease P
karp_02280	rpmH	50S ribosomal protein L34
karp_02285	cYT1	Cytochrome c1
karp_02290	NA	hypothetical protein
karp_02295	rph	ribonuclease PH
karp_02300	grpE	nucleotide exchange factor GrpE
karp_02305	NA	IS630 family transposase
karp_02310	NA	Phage integrase family protein
karp_02315	traL	Uncharacterised protein
karp_02320	traE	conjugative transfer protein
karp_02325	traK1	Uncharacterised protein
karp_02330	traK2	Uncharacterised protein
karp_02335	traB	conjugal transfer protein
karp_02340	traV	Uncharacterised protein
karp_02345	traC	conjugal transfer protein TraC
karp_02350	traW	type-F conjugative transfer system protein TraW
karp_02355	NA	hypothetical protein
karp_02360	traU	conjugal transfer protein
karp_02365	trbC	type-F conjugative transfer system pilin assembly protein TrbC
karp_02370	traN	conjugal transfer protein TraN
karp_02375	traF	conjugal transfer protein
karp_02380	traH	conjugal transfer protein TraH
karp_02385	traG	conjugal transfer protein TraG
karp_02390	traG	conjugal transfer protein TraG
karp_02395	NA	TPR repeat-containing protein 03
karp_02400	traD	conjugal transfer protein
karp_02405	NA	transposase
karp_02410	NA	Uncharacterized domain associated with phage/plasmid primase
karp_02415	traI	conjugal transfer protein TraI
karp_02420	traA	conjugal transfer protein TraA
karp_02425	ltrA	group II intron reverse transcriptase/maturase
karp_02430	traD	conjugative transfer protein
karp_02435	NA	transposase
karp_02440	spoT	bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase
karp_02445	baeS	ATP-binding protein
karp_02450	NA	ATP-binding protein
karp_02455	NA	ATP-binding protein
karp_02460	baeS	histidine kinase
karp_02465	NA	ATP-binding protein
karp_02470	dam	DNA methyltransferase
karp_02475	NA	Membrane protein
karp_02480	aNKYR	Ankyrin repeat protein with 5 ankyrin repeats
karp_02485	spoT	bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase
karp_02490	dnaB	replicative DNA helicase
karp_02495	traA	conjugal transfer protein TraA
karp_02500	tnp-IS630	IS630 family transposase
karp_02505	NA	IS5 family transposase ISOt6
karp_02510	NA	Transposase
karp_02515	rnd	ribonuclease D
karp_02520	ftsB	Cell division protein FtsB
karp_02525	cdsA	phosphatidate cytidylyltransferase
karp_02530	uppS	polyprenyl diphosphate synthase
karp_02535	abcT	ABC transporter ATP-binding protein
karp_02540	dnaE	DNA polymerase III subunit alpha
karp_02545	valS	valine--tRNA ligase
karp_02550	ubiA	4-hydroxybenzoate octaprenyltransferase
karp_02555	NA	hypothetical protein
karp_02560	ldcA	LD-carboxypeptidase
karp_02565	NA	Transposase
karp_02570	NA	IS5 family transposase ISOt6
karp_02575	NA	Lipase-3 domain-containing protein
karp_02580	NA	DnaA-N domain-containing protein
karp_02585	dnaB	replicative DNA helicase
karp_02590	spoT	bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase
karp_02595	aNKYR	Ankyrin repeat protein with 5 ankyrin repeats
karp_02600	NA	Putative ompA-like autotransporter
karp_02605	dam	DNA methyltransferase
karp_02610	NA	ATP-binding protein
karp_02615	baeS	histidine kinase
karp_02620	baeS	sensor histidine kinase
karp_02625	NA	ATP-binding protein
karp_02630	baeS	ATP-binding protein
karp_02635	spoT	bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase
karp_02640	NA	transposase
karp_02645	NA	Putative conjugative transfer protein TraD
karp_02650	NA	SycD/LcrH family type III secretion system chaperone
karp_02655	traD	conjugative transfer protein
karp_02660	ltrA	group II intron reverse transcriptase/maturase
karp_02665	ltrA	group II intron reverse transcriptase/maturase
karp_02670	traA	conjugal transfer protein TraA
karp_02675	traI	conjugal transfer protein TraI
karp_02680	NA	Uncharacterized domain associated with phage/plasmid primase
karp_02685	NA	transposase
karp_02690	traD	conjugal transfer protein
karp_02695	NA	TPR repeat-containing protein 08
karp_02700	traG	conjugal transfer protein TraG
karp_02705	NA	Conjugal transfer protein TraH
karp_02710	NA	Conjugal transfer protein TraH
karp_02715	NA	Conjugal transfer protein
karp_02720	NA	Ankyrin repeat-containing protein 16
karp_02725	traN	conjugal transfer protein TraN
karp_02730	trbC	type-F conjugative transfer system pilin assembly protein TrbC
karp_02735	traU	conjugal transfer protein
karp_02740	NA	hypothetical protein
karp_02745	traW	type-F conjugative transfer system protein TraW
karp_02750	traC	conjugal transfer protein TraC
karp_02755	traV	Uncharacterised protein
karp_02760	traB	conjugal transfer protein
karp_02765	traK2	Uncharacterised protein
karp_02770	traK1	Uncharacterised protein
karp_02775	traE	conjugative transfer protein
karp_02780	traL	Uncharacterised protein
karp_02785	NA	Phage integrase family protein
karp_02790	NA	hypothetical protein
karp_02795	coxB	cytochrome c oxidase subunit II
karp_02800	NA	RDD family protein
karp_02805	virB6-5	conjugal transfer protein
karp_02810	NA	Conjugal transfer protein TraI
karp_02815	NA	DDE superendonuclease family protein
karp_02820	NA	Transposase
karp_02825	uvrA	excinuclease ABC subunit A
karp_02830	NA	IS982 family transposase
karp_02835	traA	conjugal transfer protein TraA
karp_02840	NA	Conjugal transfer protein TraA
karp_02845	traA	conjugal transfer protein TraA
karp_02850	NA	Transposase
karp_02855	rpmA	50S ribosomal protein L27
karp_02860	rplU	50S ribosomal protein L21
karp_02865	NA	phospholipid phosphatase
karp_02870	phnP	MBL fold metallo-hydrolase
karp_02875	xseA	exodeoxyribonuclease VII large subunit
karp_02880	hisJ	PBPb domain-containing protein
karp_02885	scaD	ScaD autotransporter protein
karp_02895	dnaX	DNA polymerase III subunit gamma/tau
karp_02900	ybaB	Nucleoid-associated protein, YbaB/EbfC family
karp_02905	znuC	zinc ABC transporter ATP-binding protein
karp_02910	znuB	metal ABC transporter permease
karp_02915	NA	reverse transcriptase
karp_02920	NA	hypothetical protein
karp_02925	tnp-IS5	IS5 family transposase
karp_02930	NA	DDE superendonuclease family protein
karp_02935	NA	Integrase
karp_02940	NA	Integrase
karp_02945	traL	Uncharacterised protein
karp_02950	NA	DDE superendonuclease family protein
karp_02955	NA	DDE superendonuclease family protein
karp_02960	NA	Exodeoxyribonuclease III
karp_02965	pgsA	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
karp_02970	NA	DUF2610 domain-containing protein
karp_02975	hemF	oxygen-dependent coproporphyrinogen oxidase
karp_02980	miaB	tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB
karp_02985	sppA	S49 family peptidase
karp_02990	NA	IS5 family transposase ISOt6
karp_02995	NA	IS5 family transposase ISOt6
karp_03000	NA	Conjugal transfer protein TraC
karp_03005	NA	hypothetical protein
karp_03010	tyrS	tyrosine--tRNA ligase
karp_03015	NA	Replicative DNA helicase
karp_03020	NA	DUF2610 domain-containing protein
karp_03025	NA	DDE superendonuclease family protein
karp_03030	NA	IS5 family transposase ISOt6
karp_03035	pipB2	Secreted effector protein PipB2
karp_03040	scaE	ScaE autotransporter protein
karp_03045	NA	IS5 family transposase ISOt6
karp_03050	NA	DDE superendonuclease family protein
karp_03055	NA	IS5 family transposase ISOt6
karp_03060	NA	Integrase
karp_03065	NA	Putative integrase
karp_03070	NA	Integrase
karp_03075	trm112	tetraacyldisaccharide 4'-kinase
karp_03080	NA	hypothetical protein
karp_03090	rpmE	50S ribosomal protein L31
karp_03095	rpmB	50S ribosomal protein L28
karp_03100	eamA	EamA family transporter
karp_03105	NA	MFS transporter
karp_03110	NA	hypothetical protein
karp_03115	pBP4	penicillin-binding protein 4
karp_03120	aspS	aspartate--tRNA(Asp/Asn) ligase
karp_03125	rpoB	DNA-directed RNA polymerase subunit beta'
karp_03130	rpoB	DNA-directed RNA polymerase subunit beta
karp_03135	rplL	50S ribosomal protein L7/L12
